"Individual_ID","LLL","LLR","LRL","LRR","RLL","RLR","RRL","RRR","L","R","total_turns","reps","alter","partial","rel_reps","rel_alter","rel_R","rel_L","asymmetry","Date","ID","Batch","Session","Assay_name","Assay_ID","Treatment","Sex","Treatment_Sex","Position","Comment","Exclude_mean","Exclude_correlation"
"Y029_2",0,1,0,1,0,0,0,3,2,5,7,3,0,2,42.8571428571429,0,71.4285714285714,28.5714285714286,-1.5,2022-06-07,394,3,"M","Ymaze","Y029","GS","F","GS-F","2",NA,"keep","keep"
"Y029_3",3,1,1,0,1,1,0,0,6,3,9,3,2,2,33.3333333333333,22.2222222222222,33.3333333333333,66.6666666666667,0.5,2022-06-07,395,3,"M","Ymaze","Y029","GS","F","GS-F","3",NA,"keep","keep"
"Y029_4",2,0,0,0,0,0,0,0,4,0,4,2,0,0,50,0,0,100,1,2022-06-07,396,3,"M","Ymaze","Y029","GS","F","GS-F","4",NA,"keep","keep"
"Y029_5",0,2,3,2,1,3,1,6,7,13,20,6,6,6,30,30,65,35,-0.857142857142857,2022-06-07,397,3,"M","Ymaze","Y029","GS","F","GS-F","5",NA,"keep","keep"
"Y029_6",0,0,0,0,0,1,1,0,1,3,4,0,1,1,0,25,75,25,-2,2022-06-07,398,3,"M","Ymaze","Y029","GS","F","GS-F","6",NA,"keep","keep"
"Y029_7",4,2,2,2,2,2,2,5,11,12,23,9,4,8,39.1304347826087,17.3913043478261,52.1739130434783,47.8260869565217,-0.0909090909090908,2022-06-07,399,3,"M","Ymaze","Y029","GS","F","GS-F","7",NA,"keep","keep"
"Y029_8",5,4,2,5,5,3,6,12,18,26,44,17,5,20,38.6363636363636,11.3636363636364,59.0909090909091,40.9090909090909,-0.444444444444444,2022-06-07,400,3,"M","Ymaze","Y029","I","F","I-F","8",NA,"keep","keep"
"Y030_1",13,2,2,1,2,1,1,0,20,4,24,13,3,6,54.1666666666667,12.5,16.6666666666667,83.3333333333333,0.8,2022-06-07,407,3,"M","Ymaze","Y030","I","M","I-M","1",NA,"keep","keep"
"Y030_10",30,21,17,14,21,9,13,16,82,61,143,46,26,69,32.1678321678322,18.1818181818182,42.6573426573427,57.3426573426573,0.25609756097561,2022-06-07,416,3,"M","Ymaze","Y030","GS","M","GS-M","10",NA,"keep","keep"
"Y030_11",3,2,2,2,2,2,2,3,10,10,20,6,4,8,30,20,50,50,0,2022-06-07,417,3,"M","Ymaze","Y030","GS","M","GS-M","11",NA,"keep","keep"
"Y030_12",20,14,8,16,13,10,15,42,58,82,140,62,18,58,44.2857142857143,12.8571428571429,58.5714285714286,41.4285714285714,-0.413793103448276,2022-06-07,418,3,"M","Ymaze","Y030","GS","M","GS-M","12",NA,"keep","keep"
"Y030_13",13,8,2,6,8,0,6,5,31,19,50,18,2,28,36,4,38,62,0.387096774193548,2022-06-07,419,3,"M","Ymaze","Y030","GS","M","GS-M","13",NA,"keep","keep"
"Y030_14",2,1,7,1,1,7,2,3,12,14,26,5,14,5,19.2307692307692,53.8461538461538,53.8461538461538,46.1538461538462,-0.166666666666667,2022-06-07,420,3,"M","Ymaze","Y030","GS","M","GS-M","14",NA,"keep","keep"
"Y030_3",12,6,6,3,5,4,3,6,28,19,47,18,10,17,38.2978723404255,21.2765957446809,40.4255319148936,59.5744680851064,0.321428571428571,2022-06-07,409,3,"M","Ymaze","Y030","I","M","I-M","3",NA,"keep","keep"
"Y030_4",29,10,9,9,10,8,8,17,57,45,102,46,17,37,45.0980392156863,16.6666666666667,44.1176470588235,55.8823529411765,0.210526315789474,2022-06-07,410,3,"M","Ymaze","Y030","I","M","I-M","4",NA,"keep","keep"
"Y030_5",0,1,0,3,1,2,2,1,4,8,12,1,2,7,8.33333333333333,16.6666666666667,66.6666666666667,33.3333333333333,-1,2022-06-07,411,3,"M","Ymaze","Y030","I","M","I-M","5",NA,"keep","keep"
"Y030_6",21,0,1,0,1,1,1,1,24,4,28,22,2,2,78.5714285714286,7.14285714285714,14.2857142857143,85.7142857142857,0.833333333333333,2022-06-07,412,3,"M","Ymaze","Y030","I","M","I-M","6",NA,"keep","keep"
"Y030_7",23,9,5,7,10,2,7,30,46,49,95,53,7,33,55.7894736842105,7.36842105263158,51.5789473684211,48.4210526315789,-0.0652173913043479,2022-06-07,413,3,"M","Ymaze","Y030","I","M","I-M","7",NA,"keep","keep"
"Y030_8",81,7,4,3,6,0,2,2,95,12,107,83,4,18,77.5700934579439,3.73831775700935,11.214953271028,88.785046728972,0.873684210526316,2022-06-07,414,3,"M","Ymaze","Y030","GS","M","GS-M","8",NA,"keep","keep"
"Y030_9",81,14,4,14,14,3,13,35,113,67,180,116,7,55,64.4444444444444,3.88888888888889,37.2222222222222,62.7777777777778,0.407079646017699,2022-06-07,415,3,"M","Ymaze","Y030","GS","M","GS-M","9",NA,"keep","keep"
"Y031_1",61,16,13,7,15,5,7,7,98,35,133,68,18,45,51.1278195488722,13.5338345864662,26.3157894736842,73.6842105263158,0.642857142857143,2022-06-07,421,3,"A","Ymaze","Y031","I","F","I-F","1",NA,"keep","keep"
"Y031_10",10,12,5,13,13,6,14,62,42,95,137,72,11,52,52.5547445255474,8.02919708029197,69.3430656934307,30.6569343065693,-1.26190476190476,2022-06-07,430,3,"A","Ymaze","Y031","GS","M","GS-M","10",NA,"keep","keep"
"Y031_11",6,11,7,15,11,11,15,42,40,80,120,48,18,52,40,15,66.6666666666667,33.3333333333333,-1,2022-06-07,431,3,"A","Ymaze","Y031","GS","M","GS-M","11",NA,"keep","keep"
"Y031_12",13,17,12,14,17,8,13,34,56,74,130,47,20,61,36.1538461538462,15.3846153846154,56.9230769230769,43.0769230769231,-0.321428571428571,2022-06-07,432,3,"A","Ymaze","Y031","GS","M","GS-M","12",NA,"keep","keep"
"Y031_13",62,15,5,19,16,9,19,95,103,139,242,157,14,69,64.8760330578512,5.78512396694215,57.4380165289256,42.5619834710744,-0.349514563106796,2022-06-07,433,3,"A","Ymaze","Y031","GS","M","GS-M","13",NA,"keep","keep"
"Y031_14",42,15,12,9,16,5,9,27,80,57,137,69,17,49,50.3649635036496,12.4087591240876,41.6058394160584,58.3941605839416,0.2875,2022-06-07,434,3,"A","Ymaze","Y031","GS","M","GS-M","14",NA,"keep","keep"
"Y031_2",21,9,9,7,8,7,7,16,47,39,86,37,16,31,43.0232558139535,18.6046511627907,45.3488372093023,54.6511627906977,0.170212765957447,2022-06-07,422,3,"A","Ymaze","Y031","I","F","I-F","2",NA,"keep","keep"
"Y031_3",31,11,5,13,10,7,12,20,60,51,111,51,12,46,45.9459459459459,10.8108108108108,45.9459459459459,54.0540540540541,0.15,2022-06-07,423,3,"A","Ymaze","Y031","I","F","I-F","3",NA,"keep","keep"
"Y031_4",0,0,0,0,0,0,0,1,0,3,3,1,0,0,33.3333333333333,0,100,0,-Inf,2022-06-07,424,3,"A","Ymaze","Y031","I","F","I-F","4",NA,"keep","keep"
"Y031_5",42,25,23,8,25,7,8,5,99,46,145,47,30,66,32.4137931034483,20.6896551724138,31.7241379310345,68.2758620689655,0.535353535353535,2022-06-07,425,3,"A","Ymaze","Y031","I","F","I-F","5",NA,"keep","keep"
"Y031_6",12,12,15,13,12,16,13,17,53,59,112,29,31,50,25.8928571428571,27.6785714285714,52.6785714285714,47.3214285714286,-0.113207547169811,2022-06-07,426,3,"A","Ymaze","Y031","I","F","I-F","6",NA,"keep","keep"
"Y031_7",0,0,0,0,0,1,0,0,1,2,3,0,1,0,0,33.3333333333333,66.6666666666667,33.3333333333333,-1,2022-06-07,427,3,"A","Ymaze","Y031","I","F","I-F","7",NA,"keep","keep"
"Y031_8",63,8,2,8,9,2,9,145,83,165,248,208,4,34,83.8709677419355,1.61290322580645,66.5322580645161,33.4677419354839,-0.987951807228916,2022-06-07,428,3,"A","Ymaze","Y031","GS","M","GS-M","8",NA,"keep","keep"
"Y031_9",105,10,12,4,9,6,4,0,132,20,152,105,18,27,69.0789473684211,11.8421052631579,13.1578947368421,86.8421052631579,0.848484848484849,2022-06-07,429,3,"A","Ymaze","Y031","GS","M","GS-M","9",NA,"keep","keep"
"Y032_1",83,33,24,24,33,15,24,49,166,121,287,132,39,114,45.993031358885,13.588850174216,42.1602787456446,57.8397212543554,0.271084337349398,2022-06-07,435,3,"A","Ymaze","Y032","I","M","I-M","1",NA,"keep","keep"
"Y032_10",0,0,0,0,1,0,1,0,2,2,4,0,0,2,0,0,50,50,0,2022-06-07,444,3,"A","Ymaze","Y032","GM","F","GM-F","10",NA,"keep","keep"
"Y032_13",0,0,0,1,0,0,0,0,1,2,3,0,0,1,0,0,66.6666666666667,33.3333333333333,-1,2022-06-07,447,3,"A","Ymaze","Y032","GM","F","GM-F","13",NA,"keep","keep"
"Y032_2",24,7,2,12,8,7,13,83,47,111,158,107,9,40,67.7215189873418,5.69620253164557,70.253164556962,29.746835443038,-1.36170212765957,2022-06-07,436,3,"A","Ymaze","Y032","I","M","I-M","2",NA,"keep","keep"
"Y032_3",24,3,2,3,2,2,2,11,32,19,51,35,4,10,68.6274509803922,7.84313725490196,37.2549019607843,62.7450980392157,0.40625,2022-06-07,437,3,"A","Ymaze","Y032","I","M","I-M","3",NA,"keep","keep"
"Y032_4",80,12,5,9,11,2,8,69,106,92,198,149,7,40,75.2525252525252,3.53535353535354,46.4646464646465,53.5353535353535,0.132075471698113,2022-06-07,438,3,"A","Ymaze","Y032","I","M","I-M","4",NA,"keep","keep"
"Y032_5",0,0,1,0,0,0,0,0,2,1,3,0,1,0,0,33.3333333333333,33.3333333333333,66.6666666666667,0.5,2022-06-07,439,3,"A","Ymaze","Y032","I","M","I-M","5",NA,"keep","keep"
"Y032_6",21,11,3,17,11,9,17,71,52,110,162,92,12,56,56.7901234567901,7.40740740740741,67.9012345679012,32.0987654320988,-1.11538461538462,2022-06-07,440,3,"A","Ymaze","Y032","I","M","I-M","6",NA,"keep","keep"
"Y032_7",0,1,0,2,0,1,1,10,3,14,17,10,1,4,58.8235294117647,5.88235294117647,82.3529411764706,17.6470588235294,-3.66666666666667,2022-06-07,441,3,"A","Ymaze","Y032","I","M","I-M","7",NA,"keep","keep"
"Y033_1",37,16,13,22,17,19,23,79,90,138,228,116,32,78,50.8771929824561,14.0350877192982,60.5263157894737,39.4736842105263,-0.533333333333333,2022-06-07,449,3,"A","Ymaze","Y033","GM","M","GM-M","1",NA,"keep","keep"
"Y033_10",4,7,5,5,7,3,5,8,23,23,46,12,8,24,26.0869565217391,17.3913043478261,50,50,0,2022-06-07,458,3,"A","Ymaze","Y033","GS","F","GS-F","10",NA,"keep","keep"
"Y033_11",1,3,1,2,3,0,1,0,7,6,13,1,1,9,7.69230769230769,7.69230769230769,46.1538461538462,53.8461538461538,0.142857142857143,2022-06-07,459,3,"A","Ymaze","Y033","GS","F","GS-F","11",NA,"keep","keep"
"Y033_12",5,7,3,12,7,7,12,33,28,60,88,38,10,38,43.1818181818182,11.3636363636364,68.1818181818182,31.8181818181818,-1.14285714285714,2022-06-07,460,3,"A","Ymaze","Y033","GS","F","GS-F","12",NA,"keep","keep"
"Y033_13",50,21,9,26,20,14,25,35,106,96,202,85,23,92,42.0792079207921,11.3861386138614,47.5247524752475,52.4752475247525,0.0943396226415094,2022-06-07,461,3,"A","Ymaze","Y033","GS","F","GS-F","13",NA,"keep","keep"
"Y033_14",68,20,15,13,20,8,14,12,117,55,172,80,23,67,46.5116279069767,13.3720930232558,31.9767441860465,68.0232558139535,0.52991452991453,2022-06-07,462,3,"A","Ymaze","Y033","GS","F","GS-F","14",NA,"keep","keep"
"Y033_15",17,12,35,13,13,35,13,16,79,77,156,33,70,51,21.1538461538462,44.8717948717949,49.3589743589744,50.6410256410256,0.0253164556962026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y033_2",25,18,13,9,19,4,9,17,67,49,116,42,17,55,36.2068965517241,14.6551724137931,42.2413793103448,57.7586206896552,0.26865671641791,2022-06-07,450,3,"A","Ymaze","Y033","GM","M","GM-M","2",NA,"keep","keep"
"Y033_3",58,12,11,9,13,8,9,15,92,45,137,73,19,43,53.2846715328467,13.8686131386861,32.8467153284672,67.1532846715328,0.510869565217391,2022-06-07,451,3,"A","Ymaze","Y033","GM","M","GM-M","3",NA,"keep","keep"
"Y033_4",54,19,9,17,20,7,17,62,101,106,207,116,16,73,56.0386473429952,7.72946859903382,51.207729468599,48.792270531401,-0.0495049504950495,2022-06-07,452,3,"A","Ymaze","Y033","GM","M","GM-M","4",NA,"keep","keep"
"Y033_5",5,5,3,6,4,5,6,51,20,67,87,56,8,21,64.367816091954,9.19540229885057,77.0114942528736,22.9885057471264,-2.35,2022-06-07,453,3,"A","Ymaze","Y033","GM","M","GM-M","5",NA,"keep","keep"
"Y033_6",15,10,5,8,10,3,9,43,39,66,105,58,8,37,55.2380952380952,7.61904761904762,62.8571428571429,37.1428571428571,-0.692307692307692,2022-06-07,454,3,"A","Ymaze","Y033","GM","M","GM-M","6",NA,"keep","keep"
"Y033_7",62,15,10,14,14,9,13,44,101,82,183,106,19,56,57.9234972677596,10.3825136612022,44.8087431693989,55.1912568306011,0.188118811881188,2022-06-07,455,3,"A","Ymaze","Y033","GM","M","GM-M","7",NA,"keep","keep"
"Y033_8",0,0,1,1,1,2,2,3,4,8,12,3,3,4,25,25,66.6666666666667,33.3333333333333,-1,2022-06-07,456,3,"A","Ymaze","Y033","GS","F","GS-F","8",NA,"keep","keep"
"Y033_9",14,1,1,1,2,1,2,3,19,8,27,17,2,6,62.962962962963,7.40740740740741,29.6296296296296,70.3703703703704,0.578947368421053,2022-06-07,457,3,"A","Ymaze","Y033","GS","F","GS-F","9",NA,"keep","keep"
"Y034_10",54,23,12,26,22,15,25,68,115,132,247,122,27,96,49.3927125506073,10.9311740890688,53.4412955465587,46.5587044534413,-0.147826086956522,2022-06-07,472,3,"A","Ymaze","Y034","GM","M","GM-M","10",NA,"keep","keep"
"Y034_11",34,14,7,19,13,12,18,60,74,105,179,94,19,64,52.5139664804469,10.6145251396648,58.659217877095,41.340782122905,-0.418918918918919,2022-06-07,473,3,"A","Ymaze","Y034","GM","M","GM-M","11",NA,"keep","keep"
"Y034_12",1,1,1,0,1,0,0,0,4,2,6,1,1,2,16.6666666666667,16.6666666666667,33.3333333333333,66.6666666666667,0.5,2022-06-07,474,3,"A","Ymaze","Y034","GM","M","GM-M","12",NA,"keep","keep"
"Y034_13",77,17,10,22,18,15,22,65,128,120,248,142,25,79,57.258064516129,10.0806451612903,48.3870967741936,51.6129032258064,0.0625,2022-06-07,475,3,"A","Ymaze","Y034","GM","M","GM-M","13",NA,"keep","keep"
"Y034_14",17,12,5,16,12,9,16,92,52,129,181,109,14,56,60.2209944751381,7.73480662983425,71.2707182320442,28.7292817679558,-1.48076923076923,2022-06-07,476,3,"A","Ymaze","Y034","GM","M","GM-M","14",NA,"keep","keep"
"Y034_2",0,0,0,1,0,0,1,2,2,4,6,2,0,2,33.3333333333333,0,66.6666666666667,33.3333333333333,-1,2022-06-07,464,3,"A","Ymaze","Y034","GM","F","GM-F","2",NA,"keep","keep"
"Y034_3",0,0,4,0,1,4,0,0,6,5,11,0,8,1,0,72.7272727272727,45.4545454545455,54.5454545454545,0.166666666666667,2022-06-07,465,3,"A","Ymaze","Y034","GM","F","GM-F","3",NA,"keep","keep"
"Y034_4",0,0,0,0,0,0,1,2,1,4,5,2,0,1,40,0,80,20,-3,2022-06-07,466,3,"A","Ymaze","Y034","GM","F","GM-F","4",NA,"keep","keep"
"Y034_5",1,1,0,1,0,1,1,2,4,5,9,3,1,3,33.3333333333333,11.1111111111111,55.5555555555556,44.4444444444444,-0.25,2022-06-07,467,3,"A","Ymaze","Y034","GM","F","GM-F","5",NA,"keep","keep"
"Y034_7",0,0,0,1,0,1,1,5,1,9,10,5,1,2,50,10,90,10,-8,2022-06-07,469,3,"A","Ymaze","Y034","GM","F","GM-F","7",NA,"keep","keep"
"Y034_9",39,10,6,10,10,6,10,45,66,72,138,84,12,40,60.8695652173913,8.69565217391304,52.1739130434783,47.8260869565217,-0.0909090909090908,2022-06-07,471,3,"A","Ymaze","Y034","GM","M","GM-M","9",NA,"keep","keep"
"Y035_10",21,11,6,7,11,3,8,8,46,31,77,29,9,37,37.6623376623377,11.6883116883117,40.2597402597403,59.7402597402597,0.326086956521739,2022-06-07,486,3,"A","Ymaze","Y035","I","F","I-F","10",NA,"keep","keep"
"Y035_11",30,7,10,2,6,5,1,1,49,15,64,31,15,16,48.4375,23.4375,23.4375,76.5625,0.693877551020408,2022-06-07,487,3,"A","Ymaze","Y035","I","F","I-F","11",NA,"keep","keep"
"Y035_12",4,5,4,4,5,3,5,9,18,23,41,13,7,19,31.7073170731707,17.0731707317073,56.0975609756098,43.9024390243902,-0.277777777777778,2022-06-07,488,3,"A","Ymaze","Y035","I","F","I-F","12",NA,"keep","keep"
"Y035_13",4,3,0,4,2,1,3,12,11,20,31,16,1,12,51.6129032258064,3.2258064516129,64.5161290322581,35.4838709677419,-0.818181818181818,2022-06-07,489,3,"A","Ymaze","Y035","I","F","I-F","13",NA,"keep","keep"
"Y035_2",8,5,5,5,5,5,5,11,24,27,51,19,10,20,37.2549019607843,19.6078431372549,52.9411764705882,47.0588235294118,-0.125,2022-06-07,478,3,"A","Ymaze","Y035","GS","F","GS-F","2",NA,"keep","keep"
"Y035_3",14,2,1,5,2,4,4,15,22,27,49,29,5,13,59.1836734693878,10.2040816326531,55.1020408163265,44.8979591836735,-0.227272727272727,2022-06-07,479,3,"A","Ymaze","Y035","GS","F","GS-F","3",NA,"keep","keep"
"Y035_4",8,2,2,3,3,3,4,11,17,21,38,19,5,12,50,13.1578947368421,55.2631578947368,44.7368421052632,-0.235294117647059,2022-06-07,480,3,"A","Ymaze","Y035","GS","F","GS-F","4",NA,"keep","keep"
"Y035_6",2,1,4,2,2,5,2,4,11,13,24,6,9,7,25,37.5,54.1666666666667,45.8333333333333,-0.181818181818182,2022-06-07,482,3,"A","Ymaze","Y035","GS","F","GS-F","6",NA,"keep","keep"
"Y035_7",1,4,2,6,4,5,7,6,14,23,37,7,7,21,18.9189189189189,18.9189189189189,62.1621621621622,37.8378378378378,-0.642857142857143,2022-06-07,483,3,"A","Ymaze","Y035","GS","F","GS-F","7",NA,"keep","keep"
"Y035_8",4,3,1,3,2,2,3,3,12,11,23,7,3,11,30.4347826086957,13.0434782608696,47.8260869565217,52.1739130434783,0.0833333333333334,2022-06-07,484,3,"A","Ymaze","Y035","I","F","I-F","8",NA,"keep","keep"
"Y035_9",15,4,1,8,4,5,8,14,30,31,61,29,6,24,47.5409836065574,9.83606557377049,50.8196721311475,49.1803278688525,-0.0333333333333334,2022-06-07,485,3,"A","Ymaze","Y035","I","F","I-F","9",NA,"keep","keep"
"Y036_1",8,2,1,1,3,0,1,7,14,11,25,15,1,7,60,4,44,56,0.214285714285714,2022-06-07,491,3,"A","Ymaze","Y036","GS","M","GS-M","1",NA,"keep","keep"
"Y036_10",23,14,5,11,14,2,10,15,53,43,96,38,7,49,39.5833333333333,7.29166666666667,44.7916666666667,55.2083333333333,0.188679245283019,2022-06-07,500,3,"A","Ymaze","Y036","I","M","I-M","10",NA,"keep","keep"
"Y036_11",22,13,9,14,12,10,14,71,59,108,167,93,19,53,55.688622754491,11.377245508982,64.6706586826347,35.3293413173653,-0.830508474576271,2022-06-07,501,3,"A","Ymaze","Y036","I","M","I-M","11",NA,"keep","keep"
"Y036_12",17,13,10,10,14,7,10,23,52,54,106,40,17,47,37.7358490566038,16.0377358490566,50.9433962264151,49.0566037735849,-0.0384615384615385,2022-06-07,502,3,"A","Ymaze","Y036","I","M","I-M","12",NA,"keep","keep"
"Y036_13",9,8,8,10,9,10,11,38,37,68,105,47,18,38,44.7619047619048,17.1428571428571,64.7619047619048,35.2380952380952,-0.837837837837838,2022-06-07,503,3,"A","Ymaze","Y036","I","M","I-M","13",NA,"keep","keep"
"Y036_14",20,14,24,16,13,27,16,12,75,69,144,32,51,59,22.2222222222222,35.4166666666667,47.9166666666667,52.0833333333333,0.08,2022-06-07,504,3,"A","Ymaze","Y036","I","M","I-M","14",NA,"keep","keep"
"Y036_15",22,49,92,54,49,96,54,41,218,241,459,63,188,206,13.7254901960784,40.958605664488,52.5054466230937,47.4945533769063,-0.105504587155963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y036_3",19,10,9,10,11,8,10,23,50,52,102,42,17,41,41.1764705882353,16.6666666666667,50.9803921568627,49.0196078431373,-0.04,2022-06-07,493,3,"A","Ymaze","Y036","GS","M","GS-M","3",NA,"keep","keep"
"Y036_4",67,16,6,17,17,7,18,60,108,102,210,127,13,68,60.4761904761905,6.19047619047619,48.5714285714286,51.4285714285714,0.0555555555555556,2022-06-07,494,3,"A","Ymaze","Y036","GS","M","GS-M","4",NA,"keep","keep"
"Y036_5",38,11,7,12,11,7,12,81,69,112,181,119,14,46,65.7458563535912,7.73480662983425,61.878453038674,38.121546961326,-0.623188405797102,2022-06-07,495,3,"A","Ymaze","Y036","GS","M","GS-M","5",NA,"keep","keep"
"Y036_7",12,3,2,4,4,2,4,33,23,43,66,45,4,15,68.1818181818182,6.06060606060606,65.1515151515152,34.8484848484849,-0.869565217391304,2022-06-07,497,3,"A","Ymaze","Y036","GS","M","GS-M","7",NA,"keep","keep"
"Y036_8",11,7,6,5,7,3,4,7,29,23,52,18,9,23,34.6153846153846,17.3076923076923,44.2307692307692,55.7692307692308,0.206896551724138,2022-06-07,498,3,"A","Ymaze","Y036","I","M","I-M","8",NA,"keep","keep"
"Y036_9",7,4,2,6,3,4,6,24,20,38,58,31,6,19,53.448275862069,10.3448275862069,65.5172413793103,34.4827586206897,-0.9,2022-06-07,499,3,"A","Ymaze","Y036","I","M","I-M","9",NA,"keep","keep"
"Y037_1",9,4,2,3,5,1,4,5,20,15,35,14,3,16,40,8.57142857142857,42.8571428571429,57.1428571428571,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y037_11",0,0,0,0,0,0,0,1,0,3,3,1,0,0,33.3333333333333,0,100,0,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y037_3",11,5,4,9,5,9,9,20,30,44,74,31,13,28,41.8918918918919,17.5675675675676,59.4594594594595,40.5405405405405,-0.466666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y037_6",23,5,9,7,4,11,7,11,45,34,79,34,20,23,43.0379746835443,25.3164556962025,43.0379746835443,56.9620253164557,0.244444444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y037_7",8,0,0,0,0,0,0,0,10,0,10,8,0,0,80,0,0,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y038_1",0,2,5,1,2,4,1,0,9,8,17,0,9,6,0,52.9411764705882,47.0588235294118,52.9411764705882,0.111111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y038_10",6,5,7,7,4,9,6,10,25,31,56,16,16,22,28.5714285714286,28.5714285714286,55.3571428571429,44.6428571428571,-0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y038_11",11,6,1,8,7,3,9,30,28,49,77,41,4,30,53.2467532467532,5.19480519480519,63.6363636363636,36.3636363636364,-0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y038_12",31,4,0,5,4,1,5,6,40,18,58,37,1,18,63.7931034482759,1.72413793103448,31.0344827586207,68.9655172413793,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y038_13",13,6,6,9,6,9,8,19,34,44,78,32,15,29,41.025641025641,19.2307692307692,56.4102564102564,43.5897435897436,-0.294117647058824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y038_14",6,11,12,18,12,19,19,27,49,77,126,33,31,60,26.1904761904762,24.6031746031746,61.1111111111111,38.8888888888889,-0.571428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y038_2",17,7,4,3,7,0,4,8,32,20,52,25,4,21,48.0769230769231,7.69230769230769,38.4615384615385,61.5384615384615,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y038_3",49,5,2,5,5,2,6,63,62,77,139,112,4,21,80.5755395683453,2.87769784172662,55.3956834532374,44.6043165467626,-0.241935483870968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y038_4",12,5,4,5,4,4,4,10,26,24,50,22,8,18,44,16,48,52,0.0769230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y038_5",1,1,0,2,1,0,1,23,4,27,31,24,0,5,77.4193548387097,0,87.0967741935484,12.9032258064516,-5.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y038_6",0,0,4,0,0,3,0,0,5,4,9,0,7,0,0,77.7777777777778,44.4444444444444,55.5555555555556,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y038_7",8,2,0,3,3,0,3,24,15,30,45,32,0,11,71.1111111111111,0,66.6666666666667,33.3333333333333,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y038_8",15,13,11,7,13,5,8,4,47,31,78,19,16,41,24.3589743589744,20.5128205128205,39.7435897435897,60.2564102564103,0.340425531914894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y038_9",5,5,11,5,5,11,5,37,26,60,86,42,22,20,48.8372093023256,25.5813953488372,69.7674418604651,30.2325581395349,-1.30769230769231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y039_1",12,6,2,7,6,3,6,14,27,31,58,26,5,25,44.8275862068966,8.62068965517241,53.448275862069,46.551724137931,-0.148148148148148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y039_10",15,11,10,10,11,9,11,30,47,62,109,45,19,43,41.2844036697248,17.4311926605505,56.8807339449541,43.1192660550459,-0.319148936170213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y039_11",15,3,2,1,4,0,2,0,23,6,29,15,2,10,51.7241379310345,6.89655172413793,20.6896551724138,79.3103448275862,0.739130434782609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y039_12",1,3,2,3,3,2,4,16,10,26,36,17,4,13,47.2222222222222,11.1111111111111,72.2222222222222,27.7777777777778,-1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y039_13",10,3,1,3,3,1,2,0,17,8,25,10,2,11,40,8,32,68,0.529411764705882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y039_14",7,1,0,3,2,1,3,14,13,20,33,21,1,9,63.6363636363636,3.03030303030303,60.6060606060606,39.3939393939394,-0.538461538461539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y039_15",0,3,3,3,3,3,3,0,10,10,20,0,6,12,0,30,50,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y039_2",3,2,7,8,3,13,9,28,22,53,75,31,20,22,41.3333333333333,26.6666666666667,70.6666666666667,29.3333333333333,-1.40909090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y039_3",2,3,1,7,3,5,6,16,13,32,45,18,6,19,40,13.3333333333333,71.1111111111111,28.8888888888889,-1.46153846153846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
